7.6960057894,11.6054630189,-0.0,-0.0,-0.0,-0.0,1.83918139295,-0.0,-0.0,-0.0,3.57477800645,-0.0,-0.0,0.548325299073,-0.0,-0.0,-0.0,3.54170159954,-0.0,-0.0,0.210496306397,8.97785008286,0.410139666275,0.330204243372,-0.0,-0.0,1.05614432849,-0.0,5.70009276776,-0.0,-0.0,-0.0,-0.0,-0.0,0.00978031687625,-0.0,3.61986913549,-0.0,-0.0,-0.0,-0.0,-0.0,3.21380791405,-0.0,1.25000646324,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,0.753556168543,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0311495902347,0.110660372583,-0.0,-0.0,0.00715367855845,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0989478720893,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.836273233145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.70599208891,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0216714732616,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00788969084155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.153786763573,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.400073311969,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.836273233145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.449412951684,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.435417483373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
-0.0,1.1310200954,-0.0,-0.0,-0.0,-0.0,-0.0,0.0684395444356,-0.0,-0.0,0.818801427334,-0.0,-0.0,0.172444900442,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.828980441,1.25019555082,-0.0,-0.0,-0.0,0.761190582328,-0.0,0.691095229463,-0.0,-0.0,-0.0,-0.0,-0.0,0.0459611026052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6252111385,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
0.85414701309,0.183206414976,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.293545249719,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.983506012433,-0.0,-0.0,0.615358833638,1.52167175009,-0.0,-0.0,-0.0,0.922116226522,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0846799606882,0.292271616709,-0.0,-0.0,-0.0,-0.0,0.285462000164,-0.0,-0.0,-0.0,-0.0,-0.0,2.39760891101,-0.0,-0.0,-0.0,
